"method","loc","cyclo","calls","nbd","param"
"me.umov.syncmedia.application.api.media.MediaAssemblerRequest.getType()",2,1,0,0,0
"me.umov.syncmedia.application.api.media.MediaAssemblerRequest.isFromMultimediaField()",2,1,0,0,0
"me.umov.syncmedia.application.api.media.MediaAssemblerRequest.isShouldReturnMediaId()",2,1,0,0,0
"me.umov.syncmedia.application.api.mediapart.SaveMediaPartRequest.getActivityId()",2,1,0,0,0
"me.umov.syncmedia.application.api.mediapart.SaveMediaPartRequest.getBlockNumber()",2,1,0,0,0
"me.umov.syncmedia.application.api.mediapart.SaveMediaPartRequest.getBlockSize()",2,1,0,0,0
"me.umov.syncmedia.application.api.mediapart.SaveMediaPartRequest.getChecksum()",2,1,0,0,0
"me.umov.syncmedia.application.api.mediapart.SaveMediaPartRequest.getCode()",2,1,0,0,0
"me.umov.syncmedia.application.api.mediapart.SaveMediaPartRequest.getIdentifier()",2,1,0,0,0
"me.umov.syncmedia.application.api.mediapart.SaveMediaPartRequest.getTaskId()",2,1,0,0,0
"me.umov.syncmedia.application.api.mediapart.SaveMediaPartRequest.isFromMultimediaField()",2,1,0,0,0
"me.umov.syncmedia.application.api.response.GeneralResponse.getBackMediaId()",2,1,0,0,0
"me.umov.syncmedia.application.api.response.GeneralResponse.getBytesReceived()",2,1,0,0,0
"me.umov.syncmedia.application.api.response.GeneralResponse.getMessage()",2,1,0,0,0
"me.umov.syncmedia.application.api.response.GeneralResponse.getSavedMediaId()",2,1,0,0,0
"me.umov.syncmedia.application.api.response.GeneralResponse.isExcludeImage()",2,1,0,0,0
"me.umov.syncmedia.application.api.response.GeneralResponse.isStatus()",2,1,0,0,0
"me.umov.syncmedia.application.authentication.UnauthorizedRequestException.UnauthorizedRequestException()",2,1,0,0,0
"me.umov.syncmedia.application.authentication.UserData.getAgentId()",2,1,0,0,0
"me.umov.syncmedia.application.authentication.UserData.getClientId()",2,1,0,0,0
"me.umov.syncmedia.application.version.VersionController.getApplicationName()",2,1,0,0,0
"me.umov.syncmedia.application.version.VersionController.getVersion()",2,1,0,0,0
"me.umov.syncmedia.domain.media.ActivityHistoryNotFoundException.ActivityHistoryNotFoundException()",2,1,0,0,0
"me.umov.syncmedia.domain.media.EmptyMediaException.EmptyMediaException()",2,1,0,0,0
"me.umov.syncmedia.domain.media.Media.getContent()",2,1,0,0,0
"me.umov.syncmedia.domain.media.Media.getId()",2,1,0,0,0
"me.umov.syncmedia.domain.media.Media.getMediaMetadata()",2,1,0,0,0
"me.umov.syncmedia.domain.media.MediaAlreadyExistException.MediaAlreadyExistException()",2,1,0,0,0
"me.umov.syncmedia.domain.media.MediaAssembledEvent.getMedia()",2,1,0,0,0
"me.umov.syncmedia.domain.media.MediaMetadata.getCode()",2,1,0,0,0
"me.umov.syncmedia.domain.media.MediaMetadata.getExtension()",2,1,0,0,0
"me.umov.syncmedia.domain.media.MediaMetadata.getType()",2,1,0,0,0
"me.umov.syncmedia.domain.mediapart.InconsistentMediaPartException.getBytesReceived()",2,1,0,0,0
"me.umov.syncmedia.domain.mediapart.MediaPart.getActivityId()",2,1,0,0,0
"me.umov.syncmedia.domain.mediapart.MediaPart.getTaskId()",2,1,0,0,0
"me.umov.syncmedia.domain.mediapart.MediaPartMetadata.getCode()",2,1,0,0,0
"me.umov.syncmedia.domain.mediapart.MediaPartMetadata.getIdentifier()",2,1,0,0,0
"me.umov.syncmedia.domain.mediapart.MediaPartMetadata.getPartBlock()",2,1,0,0,0
"me.umov.syncmedia.domain.mediapart.MediaPartMetadata.isFromMultimediaField()",2,1,0,0,0
"me.umov.syncmedia.infrastructure.activityhistory.ActivityHistory.getExportStatus()",2,1,0,0,0
"me.umov.syncmedia.infrastructure.activityhistory.ActivityHistory.getId()",2,1,0,0,0
"me.umov.syncmedia.infrastructure.activityhistoryitem.ActivityHistoryItem.getId()",2,1,0,0,0
"me.umov.syncmedia.infrastructure.activityhistoryitem.ActivityHistoryItem.getIdentifier()",2,1,0,0,0
"me.umov.syncmedia.infrastructure.activityhistoryitem.ActivityHistoryItem.getValue()",2,1,0,0,0
"me.umov.syncmedia.infrastructure.activityhistoryitem.ActivityHistoryItem.getVisibleValue()",2,1,0,0,0
"me.umov.syncmedia.infrastructure.activityhistorymedia.ActivityHistoryMedia.getActivityHistoryId()",2,1,0,0,0
"me.umov.syncmedia.infrastructure.activityhistorymedia.ActivityHistoryMedia.getActivityHistoryItemId()",2,1,0,0,0
"me.umov.syncmedia.infrastructure.activityhistorymedia.ActivityHistoryMedia.getClientId()",2,1,0,0,0
"me.umov.syncmedia.infrastructure.activityhistorymedia.ActivityHistoryMedia.getExtension()",2,1,0,0,0
"me.umov.syncmedia.infrastructure.activityhistorymedia.ActivityHistoryMedia.getId()",2,1,0,0,0
"me.umov.syncmedia.infrastructure.activityhistorymedia.ActivityHistoryMedia.getImage()",2,1,0,0,0
"me.umov.syncmedia.infrastructure.activityhistorymedia.ActivityHistoryMedia.getNumber()",2,1,0,0,0
"me.umov.syncmedia.infrastructure.activityhistorymedia.ActivityHistoryMedia.getSize()",2,1,0,0,0
"me.umov.syncmedia.infrastructure.activityhistorymedia.ActivityHistoryMedia.getStatus()",2,1,0,0,0
"me.umov.syncmedia.infrastructure.activityhistorymedia.ActivityHistoryMedia.getType()",2,1,0,0,0
"me.umov.syncmedia.infrastructure.agent.Agent.getClientId()",2,1,0,0,0
"me.umov.syncmedia.infrastructure.agent.Agent.getId()",2,1,0,0,0
"me.umov.syncmedia.infrastructure.client.Client.getId()",2,1,0,0,0
"me.umov.syncmedia.infrastructure.configuration.MasterDbConfiguration.createJpaTransactionManager()",2,1,0,0,0
"me.umov.syncmedia.infrastructure.configuration.MasterDbConfiguration.createLocalContainerEntityManagerFactoryBean()",2,1,0,0,0
"me.umov.syncmedia.infrastructure.configuration.MediaDbConfiguration.createJpaTransactionManager()",2,1,0,0,0
"me.umov.syncmedia.infrastructure.configuration.MediaDbConfiguration.createLocalContainerEntityManagerFactoryBean()",2,1,0,0,0
"me.umov.syncmedia.infrastructure.feedschedule.FeedSchedule.getActivityId()",2,1,0,0,0
"me.umov.syncmedia.infrastructure.feedschedule.FeedSchedule.getClientId()",2,1,0,0,0
"me.umov.syncmedia.infrastructure.feedschedule.FeedSchedule.getHistoryId()",2,1,0,0,0
