"method","loc","cyclo","calls","nbd","param"
"me.umov.ureport.model.report.PhotoBookReportParameters.setRemovedImages(List<Long> removedImages)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setReport(Report report)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setReportSlideType(ReportSlideType reportSlideType)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setScheduledDateVisible(boolean scheduledDateVisible)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setScheduledHourVisible(boolean scheduledHourVisible)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setSectionNameVisible(boolean sectionNameVisible)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setSelectedImages(List<Long> selectedImages)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setSelectedImagesCounter(Long selectedImagesCounter)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setSituationVisible(boolean situationVisible)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setTaskId(Long taskId)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setTaskSituations(List<TaskSituation> taskSituations)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setTaskVisible(boolean taskVisible)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setTeams(List<Long> teams)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.setWholeImagesSelected(boolean wholeImagesSelected)",2,1,0,2,1
"me.umov.ureport.model.report.PhotoBookReportParameters.getActivities()",2,1,0,2,0
"me.umov.ureport.model.report.PhotoBookReportParameters.getActivityFieldFirstPhoto()",2,1,0,2,0
"me.umov.ureport.model.report.PhotoBookReportParameters.getActivityFieldSecondPhoto()",2,1,0,2,0
"me.umov.ureport.model.report.PhotoBookReportParameters.getActivityFields()",2,1,0,2,0
"me.umov.ureport.model.report.PhotoBookReportParameters.getActivityId()",2,1,0,2,0
"me.umov.ureport.model.report.PhotoBookReportParameters.getActivitySections()",2,1,0,2,0
"me.umov.ureport.model.report.PhotoBookReportParameters.getAgentLinkedActivities()",2,1,0,2,0
"me.umov.ureport.model.report.PhotoBookReportParameters.getAgents()",2,1,0,2,0
"me.umov.ureport.model.report.PhotoBookReportParameters.getBeginTaskExecutionDate()",2,1,0,2,0
"me.umov.ureport.model.report.PhotoBookReportParameters.getEndTaskExecutionDate()",2,1,0,2,0
"me.umov.ureport.model.report.PhotoBookReportParameters.getFilterStructure()",2,1,0,2,0
"me.umov.ureport.model.report.PhotoBookReportParameters.getItemGroups()",2,1,0,2,0
"me.umov.ureport.model.report.PhotoBookReportParameters.getItemSubGroups()",2,1,0,2,0
"me.umov.ureport.model.report.PhotoBookReportParameters.getItems()",2,1,0,2,0
"me.umov.ureport.model.report.PhotoBookReportParameters.getLocalClasses()",2,1,0,2,0
"me.umov.ureport.model.report.PhotoBookReportParameters.getLocals()",2,1,0,2,0
"me.umov.ureport.model.report.PhotoBookReportParameters.getMediaApprovalStatuses()",2,1,0,2,0
"me.umov.ureport.model.report.PhotoBookReportParameters.getRatings()",2,1,0,2,0
"me.umov.ureport.model.report.PhotoBookReportParameters.getRelatedFields()",2,1,0,2,0
"me.umov.ureport.model.report.PhotoBookReportParameters.getRemovedImages()",2,1,0,2,0
"me.umov.ureport.model.report.PhotoBookReportParameters.getReport()",2,1,0,2,0
"me.umov.ureport.model.report.PhotoBookReportParameters.getReportSlideType()",2,1,0,2,0
