"type","sloc","nom","npm","wmc","dep","i-dep","fan-in","fan-out","noa","lcom3"
"com.google.checkstyle.test.chapter4formatting.rule462horizontalwhitespace.InputParenPad",197,11,11,35,3,0,0,2,1,1.1
"org.checkstyle.suppressionxpathfilter.XpathRegressionGenericWhitespaceTest",196,10,9,10,7,2,0,4,1,1.0
"com.puppycrawl.tools.checkstyle.gui.ParseTreeTablePresentation",195,18,11,46,12,7,18,10,5,0.9529411764705882
"com.puppycrawl.tools.checkstyle.checks.regexp.RegexpMultilineCheckTest",195,17,15,18,16,5,0,11,1,1.0625
"com.puppycrawl.tools.checkstyle.checks.whitespace.parenpad.InputParenPadLeftRightAndNoSpace",195,11,11,35,3,0,0,2,1,1.1
"com.puppycrawl.tools.checkstyle.PropertyCacheFile",194,19,10,31,22,3,15,11,11,0.7626262626262625
"com.puppycrawl.tools.checkstyle.checks.blocks.EmptyBlockCheckTest",194,13,12,13,9,4,0,5,0,0.0
"com.puppycrawl.tools.checkstyle.checks.imports.ImportControlLoader",194,11,3,23,14,2,2,8,25,0.41600000000000004
"com.puppycrawl.tools.checkstyle.checks.whitespace.whitespacearound.InputWhitespaceAroundKeywordsAndOperators",193,32,24,20,0,0,0,6,8,0.8870967741935484
"com.puppycrawl.tools.checkstyle.checks.imports.PkgImportControlTest",193,15,15,15,4,0,0,0,6,0.9047619047619048
"com.puppycrawl.tools.checkstyle.checks.NewlineAtEndOfFileCheckTest",192,14,13,13,19,6,0,9,0,0.0
"com.puppycrawl.tools.checkstyle.checks.naming.MemberNameCheckTest",192,13,12,13,6,3,0,4,0,0.0
"com.puppycrawl.tools.checkstyle.checks.indentation.LineWrappingHandler",191,14,4,46,7,3,1,6,2,0.9615384615384616
"com.puppycrawl.tools.checkstyle.checks.javadoc.AbstractJavadocCheck",190,23,18,45,16,8,16,17,9,0.8434343434343435
"com.puppycrawl.tools.checkstyle.checks.whitespace.nowhitespacebefore.InputNoWhitespaceBeforeDefault",189,31,23,20,0,0,0,5,8,0.8833333333333333
"com.puppycrawl.tools.checkstyle.checks.whitespace.nowhitespacebefore.InputNoWhitespaceBeforeDot",189,31,23,20,0,0,0,5,8,0.8833333333333333
"com.puppycrawl.tools.checkstyle.checks.whitespace.nowhitespacebefore.InputNoWhitespaceBeforeDotAllowLineBreaks",189,31,23,20,0,0,0,5,8,0.8833333333333333
"com.puppycrawl.tools.checkstyle.checks.whitespace.parenpad.InputParenPadWhitespace",189,31,23,20,0,0,0,5,8,0.8833333333333333
"com.puppycrawl.tools.checkstyle.checks.whitespace.typecastparenpad.InputTypecastParenPadWhitespace",189,31,23,20,0,0,0,5,8,0.8833333333333333
"com.puppycrawl.tools.checkstyle.checks.whitespace.whitespaceafter.InputWhitespaceAfterTypeCast",189,31,23,20,0,0,0,5,8,0.8833333333333333
"com.puppycrawl.tools.checkstyle.checks.blocks.emptycatchblock.InputEmptyCatchBlockDefault",189,22,8,26,1,0,0,1,0,0.0
"com.puppycrawl.tools.checkstyle.checks.blocks.emptycatchblock.InputEmptyCatchBlockDefaultLF",189,22,8,26,1,0,0,1,0,0.0
"com.puppycrawl.tools.checkstyle.checks.coding.UnnecessaryParenthesesCheck",189,10,5,31,5,4,1,7,12,0.3888888888888889
"com.puppycrawl.tools.checkstyle.filters.SuppressFilterElementTest",188,18,18,18,12,3,0,5,1,1.0
"com.puppycrawl.tools.checkstyle.internal.AllTestsTest",188,11,2,36,14,0,0,6,0,0.0
"com.puppycrawl.tools.checkstyle.checks.coding.DeclarationOrderCheck",187,14,8,46,10,4,4,8,14,0.5
"com.puppycrawl.tools.checkstyle.checks.naming.AbbreviationAsWordInNameCheck",186,16,9,39,12,5,1,11,7,0.819047619047619
"com.puppycrawl.tools.checkstyle.JavadocPropertiesGenerator",186,10,1,66,19,6,0,12,4,0.8333333333333334
"com.puppycrawl.tools.checkstyle.checks.annotation.AnnotationUseStyleCheck",185,16,7,43,6,3,2,7,12,0.6333333333333333
"com.google.checkstyle.test.chapter4formatting.rule42blockindentation.InputIndentationCorrectWhileDoWhileAndParameter",183,16,9,38,0,0,0,2,1,1.0666666666666667
"com.google.checkstyle.test.chapter4formatting.rule452indentcontinuationlines.InputIndentationCorrectWhileDoWhileAndParameter",183,16,9,38,0,0,0,2,1,1.0666666666666667
"com.google.checkstyle.test.chapter4formatting.rule4841indentation.InputIndentationCorrectWhileDoWhileAndParameter",183,16,9,38,0,0,0,2,1,1.0666666666666667
"org.checkstyle.base.AbstractItModuleTestSupport",182,15,0,24,28,8,3,21,4,0.9642857142857143
"com.puppycrawl.tools.checkstyle.filters.SuppressionsLoader",181,10,3,18,18,5,1,10,25,0.3911111111111111
"com.puppycrawl.tools.checkstyle.checks.indentation.indentation.InputIndentationLambda1",181,10,10,11,8,0,0,10,6,0.925925925925926
"com.puppycrawl.tools.checkstyle.checks.indentation.indentation.InputIndentationValidIfIndent",181,5,5,50,0,0,0,2,0,0.0
"com.puppycrawl.tools.checkstyle.filters.XpathFilterElement",180,9,5,24,14,5,26,9,9,0.5
"com.google.checkstyle.test.chapter4formatting.rule4861blockcommentstyle.InputCommentsIndentationInSwitchBlock",179,14,12,67,0,0,0,3,0,0.0
"com.puppycrawl.tools.checkstyle.checks.indentation.indentation.InputIndentationInvalidIfIndent",179,9,9,52,0,0,0,1,0,0.0
"com.puppycrawl.tools.checkstyle.api.FileContents",178,25,20,38,11,2,59,6,7,0.9464285714285715
"com.puppycrawl.tools.checkstyle.checks.design.FinalClassCheck",178,23,7,43,8,5,7,11,10,0.7954545454545454
"com.google.checkstyle.test.chapter4formatting.rule411bracesareused.InputNeedBraces",178,11,11,49,7,0,0,1,7,1.042857142857143
"com.puppycrawl.tools.checkstyle.DetailNodeTreeStringPrinterTest",177,13,12,13,13,1,0,3,1,1.0
"com.puppycrawl.tools.checkstyle.checks.imports.UnusedImportsCheck",175,17,7,32,16,9,2,13,10,0.81875
"com.puppycrawl.tools.checkstyle.checks.blocks.NeedBracesCheck",173,19,6,40,6,4,1,6,3,0.9444444444444444
"com.puppycrawl.tools.checkstyle.checks.coding.IllegalInstantiationCheck",172,16,7,37,10,5,5,10,7,0.9714285714285714
"com.puppycrawl.tools.checkstyle.checks.coding.IllegalInstantiationCheckTest",172,13,12,13,14,8,0,9,0,0.0
"com.puppycrawl.tools.checkstyle.checks.blocks.rightcurly.InputRightCurlyAnnotations",171,39,18,48,0,0,0,9,7,0.9210526315789473
"com.puppycrawl.tools.checkstyle.PackageNamesLoaderTest",171,15,13,12,18,1,0,6,1,1.0
"com.puppycrawl.tools.checkstyle.checks.javadoc.javadocmethod.InputJavadocMethodTags",170,37,37,2,1,0,0,2,4,0.9583333333333334
"com.puppycrawl.tools.checkstyle.checks.javadoc.missingjavadocmethod.InputMissingJavadocMethodTags",170,37,37,2,1,0,0,2,4,0.9583333333333334
"com.puppycrawl.tools.checkstyle.checks.metrics.JavaNCSSCheck",170,15,12,40,6,3,2,8,11,0.6428571428571429
"com.google.checkstyle.test.base.AbstractIndentationTestSupport",170,10,0,25,12,1,1,7,8,0.8333333333333334
"com.puppycrawl.tools.checkstyle.checks.coding.magicnumber.InputMagicNumber",169,13,12,1,0,0,0,1,29,0.0
"com.puppycrawl.tools.checkstyle.checks.indentation.indentation.InputIndentationCorrectMultipleAnnotationsWithWrappedLines",169,8,8,1,0,0,0,0,8,0.875
"com.puppycrawl.tools.checkstyle.checks.coding.EqualsAvoidNullCheckTest",169,7,6,7,7,3,0,4,0,0.0
"com.puppycrawl.tools.checkstyle.filters.SuppressWarningsFilterTest",169,7,3,8,19,13,0,17,1,1.1666666666666667
"com.puppycrawl.tools.checkstyle.checks.metrics.ClassDataAbstractionCouplingCheckTest",168,11,10,11,13,6,0,8,0,0.0
