"type","dep","i-dep","fan-in","fan-out"
"br.com.trevisantecnologia.centerweb.dao.impl.ServiceLocalHibernateDaoImpl",30,2,0,8
"br.com.trevisantecnologia.centerweb.model.LogicalExpression",11,0,15,4
"br.com.trevisantecnologia.centerweb.service.CustomEntityEntryService",28,18,11,22
"br.com.trevisantecnologia.centerweb.dao.SessionFactoryRule",11,3,3,6
"br.com.trevisantecnologia.centerweb.util.Miscelaneous",9,0,33,8
"br.com.trevisantecnologia.centerweb.controller.MacroController",37,6,0,8
"br.com.trevisantecnologia.centerweb.model.ScheduleExport",22,0,9,1
"br.com.trevisantecnologia.centerweb.controller.CustomFieldControllerTest",32,8,0,8
"br.com.trevisantecnologia.centerweb.api.internal.controller.APITaskController",32,16,2,19
"br.com.trevisantecnologia.centerweb.service.ActivityExecutionServiceTest",29,16,0,17
"br.com.trevisantecnologia.centerweb.serialization.converter.itinerary.WeekdaysItineraryConverterTest",21,6,0,9
"br.com.trevisantecnologia.centerweb.service.GraphicServiceTest",34,11,0,11
"br.com.trevisantecnologia.centerweb.controller.ContactUsControllerTest",34,14,0,15
"br.com.trevisantecnologia.centerweb.model.ServiceLocalActivity",18,2,15,6
"br.com.trevisantecnologia.centerweb.service.CustomEntityService",22,13,27,17
"br.com.trevisantecnologia.centerweb.model.CustomEntity",24,1,86,2
"br.com.trevisantecnologia.centerweb.service.ScheduleNotificationServiceTest",27,10,0,13
"br.com.trevisantecnologia.centerweb.model.ScheduleImporter",23,0,14,2
"br.com.trevisantecnologia.centerweb.service.SectionSubGroupServiceTest",27,12,0,14
"br.com.trevisantecnologia.centerweb.chart.JFreeChartAdapterImpl",19,5,1,11
"br.com.trevisantecnologia.centerweb.model.MathExpression",14,0,20,4
"br.com.trevisantecnologia.centerweb.business.ClientValidator",11,8,5,13
"br.com.trevisantecnologia.centerweb.service.DataSetServiceTest",35,15,0,16
"br.com.trevisantecnologia.centerweb.service.GraphicMetricServiceTest",41,15,0,15
"br.com.trevisantecnologia.centerweb.service.GeoCoordinateServiceTest",27,10,0,10
"br.com.trevisantecnologia.centerweb.service.SubGroupServiceTest",27,9,0,10
